metric,value
min_nuc_basecount,606.0
max_nuc_basecount,1545.0
mean_nuc_basecount,774.7518248175182
median_nuc_basecount,681.0
std_nuc_basecount,252.59182317065404
min_GC_percentage,19.666666666666664
max_GC_percentage,59.04605263157895
mean_GC_percentage,40.73284237244839
median_GC_percentage,42.437591776798826
std_GC_percentage,5.460542606536787
removed_rows,123.0
fraction_rows,47.30769230769231
removed_duplicate,102.0
removed_short_length,17.0
removed_ambiguous_N,4.0
